date1|date2|countries|endDate|messageThreshold
1302796800000|1313337600000|Republic_of_Ireland;Czech_Republic;China|1356969600000|20
1327161600000|1334419200000|Mongolia;Czech_Republic;China|1356969600000|20
1273248000000|1292342400000|Rwanda;Czech_Republic;China|1356969600000|20
1275321600000|1291132800000|Cuba;Ethiopia;China|1356969600000|20
1271865600000|1291737600000|Morocco;Ethiopia;China|1356969600000|20
1339084800000|1343750400000|Bolivia;Ethiopia;China|1356969600000|20
1299513600000|1311264000000|Oman;Ethiopia;China|1356969600000|20
1337616000000|1342281600000|Liberia;Ethiopia;China|1356969600000|20
1292342400000|1305388800000|Dominican_Republic;Ethiopia;China|1356969600000|20
1334419200000|1339689600000|Uruguay;Ethiopia;China|1356969600000|20
1297699200000|1308672000000|Namibia;Ethiopia;China|1356969600000|20
1318608000000|1321891200000|South_Africa;Madagascar;China|1356969600000|20
1304784000000|1317398400000|Italy;Madagascar;China|1356969600000|20
1317398400000|1321286400000|Chad;Madagascar;China|1356969600000|20
1266163200000|1290355200000|Greece;South_Korea;China|1356969600000|20
1300118400000|1312128000000|Iran;South_Korea;China|1356969600000|20
1342886400000|1350230400000|Malaysia;South_Korea;China|1356969600000|20
1272643200000|1291737600000|Yemen;South_Korea;China|1356969600000|20
1275926400000|1292342400000|Venezuela;South_Korea;China|1356969600000|20
1316016000000|1321286400000|Italy;South_Korea;China|1356969600000|20
1276531200000|1292342400000|Peru;South_Korea;China|1356969600000|20
1297094400000|1308672000000|Namibia;South_Korea;China|1356969600000|20
1291737600000|1302796800000|Mauritius;South_Korea;China|1356969600000|20
1270656000000|1291132800000|Iran;Netherlands;China|1356969600000|20
1279728000000|1293811200000|Australia;Netherlands;China|1356969600000|20
1268582400000|1290355200000|Zambia;Netherlands;China|1356969600000|20
1322668800000|1329840000000|Belgium;Netherlands;China|1356969600000|20
1296489600000|1307462400000|Estonia;Netherlands;China|1356969600000|20
1268582400000|1291737600000|Uruguay;Netherlands;China|1356969600000|20
1301587200000|1312732800000|Angola;Netherlands;China|1356969600000|20
1264953600000|1291737600000|Republic_of_Macedonia;Netherlands;China|1356969600000|20
1312128000000|1320681600000|Denmark;Netherlands;China|1356969600000|20
1291132800000|1303401600000|Spain;Niger;China|1356969600000|20
1305993600000|1317398400000|Chile;Niger;China|1356969600000|20
1271260800000|1291132800000|Portugal;Niger;China|1356969600000|20
1278518400000|1293811200000|Croatia;Niger;China|1356969600000|20
1287676800000|1299513600000|Sweden;Spain;China|1356969600000|20
1308672000000|1319212800000|Argentina;Spain;China|1356969600000|20
1331136000000|1337616000000|Singapore;Spain;China|1356969600000|20
1269187200000|1291132800000|Nicaragua;Spain;China|1356969600000|20
1263484800000|1291132800000|Republic_of_Ireland;Spain;China|1356969600000|20
1336406400000|1341072000000|Colombia;Egypt;China|1356969600000|20
1268582400000|1291737600000|Malaysia;Egypt;China|1356969600000|20
1283270400000|1297699200000|South_Africa;Egypt;China|1356969600000|20
1298908800000|1310659200000|South_Africa;Egypt;China|1356969600000|20
1329235200000|1335801600000|Ukraine;Egypt;China|1356969600000|20
1286467200000|1300118400000|Peru;Egypt;China|1356969600000|20
1305993600000|1318003200000|Israel;Egypt;China|1356969600000|20
1304784000000|1316016000000|Puerto_Rico;Egypt;China|1356969600000|20
1295625600000|1306857600000|Laos;Egypt;China|1356969600000|20
1294416000000|1305388800000|Malaysia;Cuba;China|1356969600000|20
1285862400000|1299513600000|Poland;Cuba;China|1356969600000|20
1262275200000|1291737600000|Zambia;Cuba;China|1356969600000|20
1262880000000|1289750400000|Liberia;Cuba;China|1356969600000|20
1299513600000|1310054400000|Rwanda;Cuba;China|1356969600000|20
1280592000000|1295625600000|Switzerland;Cuba;China|1356969600000|20
1291132800000|1303401600000|Romania;Tanzania;China|1356969600000|20
1282406400000|1298304000000|France;Tanzania;China|1356969600000|20
1300118400000|1312128000000|Sri_Lanka;Tanzania;China|1356969600000|20
1342886400000|1356969600000|Bosnia_and_Herzegovina;Tanzania;China|1356969600000|20
1267977600000|1291737600000|Uruguay;Tanzania;China|1356969600000|20
1328630400000|1335024000000|Uruguay;Tanzania;China|1356969600000|20
1276531200000|1292947200000|Malta;Tanzania;China|1356969600000|20
1285084800000|1298908800000|Malta;Tanzania;China|1356969600000|20
1306857600000|1318608000000|Colombia;Chile;China|1356969600000|20
1278518400000|1293811200000|Senegal;Chile;China|1356969600000|20
1315411200000|1321286400000|Nicaragua;Chile;China|1356969600000|20
1335801600000|1341072000000|Slovakia;Chile;China|1356969600000|20
1292342400000|1303401600000|New_Zealand;Chile;China|1356969600000|20
1270656000000|1291737600000|India;Chile;China|1356969600000|20
1343750400000|1350835200000|Kazakhstan;Greece;China|1356969600000|20
1282406400000|1297699200000|Sweden;Greece;China|1356969600000|20
1324483200000|1331136000000|Afghanistan;Greece;China|1356969600000|20
1318608000000|1322668800000|Kenya;Greece;China|1356969600000|20
1342886400000|1349020800000|Kenya;Greece;China|1356969600000|20
1287072000000|1299513600000|Jordan;Greece;China|1356969600000|20
1308067200000|1318003200000|Malta;Greece;China|1356969600000|20
1334419200000|1339689600000|Denmark;Greece;China|1356969600000|20
1309449600000|1319212800000|Moldova;Kazakhstan;China|1356969600000|20
1287676800000|1301587200000|Belarus;Kazakhstan;China|1356969600000|20
1279123200000|1293811200000|France;Kazakhstan;China|1356969600000|20
1291737600000|1304784000000|Honduras;Kazakhstan;China|1356969600000|20
1293811200000|1305993600000|Austria;Kazakhstan;China|1356969600000|20
1305388800000|1316016000000|Mongolia;Kazakhstan;China|1356969600000|20
1287676800000|1300118400000|Switzerland;Kazakhstan;China|1356969600000|20
1342281600000|1349625600000|Senegal;Colombia;China|1356969600000|20
1342886400000|1358179200000|Ukraine;Colombia;China|1356969600000|20
1321286400000|1328025600000|Republic_of_Ireland;Colombia;China|1356969600000|20
1287072000000|1300118400000|Israel;Colombia;China|1356969600000|20
1328025600000|1335024000000|Laos;Colombia;China|1356969600000|20
1275321600000|1291737600000|Rwanda;Colombia;China|1356969600000|20
1304784000000|1317398400000|New_Zealand;Colombia;China|1356969600000|20
1325347200000|1331740800000|Afghanistan;Iran;China|1356969600000|20
1264953600000|1291132800000|Thailand;Iran;China|1356969600000|20
1297094400000|1307462400000|Swaziland;Iran;China|1356969600000|20
1337616000000|1342281600000|Honduras;Iran;China|1356969600000|20
1304179200000|1315411200000|Bosnia_and_Herzegovina;Iran;China|1356969600000|20
1303401600000|1316016000000|Tajikistan;Iran;China|1356969600000|20
1296489600000|1307462400000|Rwanda;Iran;China|1356969600000|20
1277136000000|1294416000000|Turkey;Sweden;China|1356969600000|20
1271865600000|1291132800000|Cambodia;Sweden;China|1356969600000|20
1308672000000|1318608000000|Dominican_Republic;Sweden;China|1356969600000|20
1279728000000|1295020800000|Chad;Sweden;China|1356969600000|20
1320681600000|1325347200000|Bulgaria;Sweden;China|1356969600000|20
1262880000000|1291132800000|Hungary;Malaysia;China|1356969600000|20
1323273600000|1330531200000|Australia;Malaysia;China|1356969600000|20
1331136000000|1337616000000|Singapore;Malaysia;China|1356969600000|20
1278518400000|1292947200000|Bolivia;Malaysia;China|1356969600000|20
1318003200000|1322668800000|Slovenia;Malaysia;China|1356969600000|20
1291737600000|1303401600000|Slovakia;Malaysia;China|1356969600000|20
1329840000000|1337011200000|Hong_Kong;Malaysia;China|1356969600000|20
1325952000000|1332345600000|Republic_of_Macedonia;Malaysia;China|1356969600000|20
1342886400000|1354291200000|France;Algeria;China|1356969600000|20
1274457600000|1291132800000|Taiwan;Algeria;China|1356969600000|20
1270656000000|1291132800000|Morocco;Algeria;China|1356969600000|20
1270051200000|1291132800000|Finland;Algeria;China|1356969600000|20
1295020800000|1305993600000|Bolivia;Algeria;China|1356969600000|20
1298908800000|1310659200000|Denmark;Algeria;China|1356969600000|20
1343750400000|1352908800000|Moldova;Afghanistan;China|1356969600000|20
1284480000000|1299513600000|Australia;Afghanistan;China|1356969600000|20
1279728000000|1296489600000|Israel;Afghanistan;China|1356969600000|20
1292947200000|1304784000000|Australia;Moldova;China|1356969600000|20
1285862400000|1298304000000|Poland;Moldova;China|1356969600000|20
1264089600000|1291737600000|Taiwan;Moldova;China|1356969600000|20
1276531200000|1294416000000|Sri_Lanka;Moldova;China|1356969600000|20
1269187200000|1290355200000|Bolivia;Moldova;China|1356969600000|20
1304784000000|1316620800000|Bolivia;Moldova;China|1356969600000|20
1283270400000|1298304000000|Croatia;Moldova;China|1356969600000|20
1325347200000|1332345600000|Panama;Moldova;China|1356969600000|20
1301587200000|1313337600000|Norway;Moldova;China|1356969600000|20
1295020800000|1305388800000|Australia;Canada;China|1356969600000|20
1297699200000|1308672000000|Argentina;Canada;China|1356969600000|20
1271865600000|1291132800000|Mongolia;Canada;China|1356969600000|20
1342886400000|1356969600000|Laos;Canada;China|1356969600000|20
1273248000000|1291132800000|Angola;Canada;China|1356969600000|20
1264089600000|1289750400000|Turkey;Senegal;China|1356969600000|20
1281801600000|1295625600000|Ukraine;Senegal;China|1356969600000|20
1321286400000|1327161600000|Argentina;Senegal;China|1356969600000|20
1275926400000|1291737600000|Swaziland;Senegal;China|1356969600000|20
1272643200000|1291132800000|Estonia;Senegal;China|1356969600000|20
1342281600000|1348243200000|Puerto_Rico;Senegal;China|1356969600000|20
1304179200000|1316620800000|Tajikistan;Senegal;China|1356969600000|20
1300723200000|1312732800000|Uruguay;Senegal;China|1356969600000|20
1338480000000|1343750400000|Hong_Kong;Senegal;China|1356969600000|20
1304784000000|1317398400000|New_Zealand;Senegal;China|1356969600000|20
1308067200000|1318608000000|Honduras;Romania;China|1356969600000|20
1287676800000|1299513600000|Puerto_Rico;Romania;China|1356969600000|20
1301587200000|1312732800000|Tajikistan;Romania;China|1356969600000|20
1327161600000|1333814400000|Malta;Romania;China|1356969600000|20
1328025600000|1335024000000|Malta;Romania;China|1356969600000|20
1320076800000|1323878400000|Denmark;Romania;China|1356969600000|20
1272643200000|1292342400000|Ukraine;Belarus;China|1356969600000|20
1308067200000|1318608000000|Italy;Belarus;China|1356969600000|20
1292947200000|1304784000000|Republic_of_Ireland;Belarus;China|1356969600000|20
1342886400000|1349625600000|Republic_of_Ireland;Belarus;China|1356969600000|20
1285084800000|1298304000000|Jordan;Belarus;China|1356969600000|20
1271260800000|1290355200000|Puerto_Rico;Belarus;China|1356969600000|20
1343750400000|1358179200000|Namibia;Belarus;China|1356969600000|20
1310659200000|1320076800000|Switzerland;Belarus;China|1356969600000|20
1266163200000|1289750400000|Nicaragua;Democratic_Republic_of_the_Congo;China|1356969600000|20
1276531200000|1293811200000|Israel;Democratic_Republic_of_the_Congo;China|1356969600000|20
1279123200000|1295020800000|Lithuania;Democratic_Republic_of_the_Congo;China|1356969600000|20
1276531200000|1291737600000|Bosnia_and_Herzegovina;Hungary;China|1356969600000|20
1266768000000|1291132800000|Malta;Hungary;China|1356969600000|20
1264953600000|1289750400000|Rwanda;Hungary;China|1356969600000|20
1267372800000|1290355200000|Cambodia;Yemen;China|1356969600000|20
1334419200000|1340294400000|Belgium;Australia;China|1356969600000|20
1299513600000|1310659200000|Mongolia;Australia;China|1356969600000|20
1268582400000|1289750400000|Estonia;Australia;China|1356969600000|20
1338480000000|1342886400000|Tajikistan;Australia;China|1356969600000|20
1288540800000|1300723200000|Uruguay;Australia;China|1356969600000|20
1304784000000|1317398400000|Switzerland;Australia;China|1356969600000|20
1292947200000|1304179200000|Libya;Australia;China|1356969600000|20
1341676800000|1347638400000|Kenya;Portugal;China|1356969600000|20
1263484800000|1291737600000|Venezuela;Portugal;China|1356969600000|20
1281196800000|1296489600000|Zambia;Portugal;China|1356969600000|20
1276531200000|1292947200000|France;Portugal;China|1356969600000|20
1275321600000|1292342400000|Italy;Portugal;China|1356969600000|20
1301587200000|1313337600000|Israel;Portugal;China|1356969600000|20
1291737600000|1304179200000|Liberia;Portugal;China|1356969600000|20
1340294400000|1345564800000|New_Zealand;Portugal;China|1356969600000|20
1319212800000|1322668800000|Cambodia;South_Africa;China|1356969600000|20
1342886400000|1353513600000|Bolivia;South_Africa;China|1356969600000|20
1264089600000|1291132800000|Bulgaria;South_Africa;China|1356969600000|20
1319212800000|1323878400000|New_Zealand;South_Africa;China|1356969600000|20
1340294400000|1345564800000|Republic_of_Macedonia;South_Africa;China|1356969600000|20
1301587200000|1312128000000|Mauritius;South_Africa;China|1356969600000|20
1302192000000|1312128000000|France;Thailand;China|1356969600000|20
1329840000000|1336406400000|Israel;Thailand;China|1356969600000|20
1327161600000|1333209600000|Mongolia;Thailand;China|1356969600000|20
1292342400000|1305388800000|Liberia;Thailand;China|1356969600000|20
1275926400000|1293811200000|Bulgaria;Thailand;China|1356969600000|20
1273852800000|1291132800000|Bosnia_and_Herzegovina;Kenya;China|1356969600000|20
1343750400000|1358179200000|Tajikistan;Kenya;China|1356969600000|20
1280592000000|1294416000000|Laos;Kenya;China|1356969600000|20
1297699200000|1308067200000|Taiwan;Turkey;China|1356969600000|20
1285862400000|1298304000000|Belgium;Turkey;China|1356969600000|20
1292342400000|1305388800000|Papua_New_Guinea;Turkey;China|1356969600000|20
1335801600000|1341072000000|Hong_Kong;Turkey;China|1356969600000|20
1287072000000|1299513600000|New_Zealand;Turkey;China|1356969600000|20
1342886400000|1351699200000|Nicaragua;Venezuela;China|1356969600000|20
1285862400000|1299513600000|Slovakia;Venezuela;China|1356969600000|20
1271865600000|1292342400000|Zambia;Ukraine;China|1356969600000|20
1279728000000|1293811200000|France;Ukraine;China|1356969600000|20
1298304000000|1308672000000|Argentina;Ukraine;China|1356969600000|20
1302796800000|1312732800000|Honduras;Ukraine;China|1356969600000|20
1302192000000|1313337600000|Slovakia;Ukraine;China|1356969600000|20
1331136000000|1337616000000|Uruguay;Ukraine;China|1356969600000|20
1293811200000|1305993600000|Namibia;Ukraine;China|1356969600000|20
1298908800000|1310054400000|Peru;Poland;China|1356969600000|20
1302192000000|1313337600000|Oman;Poland;China|1356969600000|20
1267977600000|1289750400000|Jordan;Poland;China|1356969600000|20
1265558400000|1291737600000|Chad;Poland;China|1356969600000|20
1287072000000|1300723200000|Panama;Poland;China|1356969600000|20
1278518400000|1292947200000|Argentina;Cambodia;China|1356969600000|20
1289145600000|1300723200000|Finland;Cambodia;China|1356969600000|20
1287676800000|1300118400000|Peru;Zambia;China|1356969600000|20
1339689600000|1345564800000|Bolivia;Zambia;China|1356969600000|20
1333814400000|1339689600000|Austria;Zambia;China|1356969600000|20
1329840000000|1336406400000|Israel;Zambia;China|1356969600000|20
1269187200000|1291737600000|Dominican_Republic;Zambia;China|1356969600000|20
1325347200000|1332345600000|Denmark;Zambia;China|1356969600000|20
1295020800000|1305993600000|Austria;France;China|1356969600000|20
1343750400000|1350835200000|Austria;France;China|1356969600000|20
1280592000000|1295020800000|Puerto_Rico;France;China|1356969600000|20
1281196800000|1296489600000|Rwanda;France;China|1356969600000|20
1268582400000|1291737600000|Bulgaria;France;China|1356969600000|20
1301587200000|1312128000000|Slovakia;Taiwan;China|1356969600000|20
1272643200000|1292342400000|Azerbaijan;Taiwan;China|1356969600000|20
1337011200000|1341676800000|Laos;Taiwan;China|1356969600000|20
1266163200000|1291132800000|Angola;Taiwan;China|1356969600000|20
1279728000000|1295625600000|Namibia;Taiwan;China|1356969600000|20
1270051200000|1292342400000|Sri_Lanka;Italy;China|1356969600000|20
1277136000000|1294416000000|Belgium;Italy;China|1356969600000|20
1262275200000|1291737600000|Finland;Italy;China|1356969600000|20
1278518400000|1295020800000|Bolivia;Italy;China|1356969600000|20
1303401600000|1316016000000|Estonia;Italy;China|1356969600000|20
1300118400000|1311264000000|Puerto_Rico;Italy;China|1356969600000|20
1282406400000|1297699200000|Slovakia;Italy;China|1356969600000|20
1287072000000|1299513600000|Latvia;Italy;China|1356969600000|20
1337011200000|1342281600000|Croatia;Peru;China|1356969600000|20
1267372800000|1291737600000|Republic_of_Ireland;Peru;China|1356969600000|20
1343750400000|1354896000000|Jordan;Peru;China|1356969600000|20
1327161600000|1333814400000|Mauritania;Peru;China|1356969600000|20
1313942400000|1320681600000|Hong_Kong;Peru;China|1356969600000|20
1320681600000|1325347200000|Nicaragua;Morocco;China|1356969600000|20
1287072000000|1300723200000|Tajikistan;Morocco;China|1356969600000|20
1273248000000|1291132800000|Rwanda;Morocco;China|1356969600000|20
1313942400000|1320681600000|Norway;Morocco;China|1356969600000|20
1267372800000|1291737600000|Jordan;Sri_Lanka;China|1356969600000|20
1339084800000|1343750400000|Denmark;Sri_Lanka;China|1356969600000|20
1323878400000|1331740800000|Croatia;Argentina;China|1356969600000|20
1326556800000|1333209600000|Uruguay;Argentina;China|1356969600000|20
1266163200000|1291132800000|Bulgaria;Argentina;China|1356969600000|20
1298908800000|1310659200000|Switzerland;Argentina;China|1356969600000|20
1302796800000|1313942400000|Croatia;Belgium;China|1356969600000|20
1343750400000|1358784000000|Mongolia;Belgium;China|1356969600000|20
1289750400000|1302192000000|Latvia;Belgium;China|1356969600000|20
1304179200000|1316016000000|Mauritius;Swaziland;China|1356969600000|20
1326556800000|1332345600000|Bolivia;Finland;China|1356969600000|20
1281801600000|1297699200000|El_Salvador;Finland;China|1356969600000|20
1267372800000|1291132800000|India;Finland;China|1356969600000|20
1262275200000|1291737600000|Tajikistan;Singapore;China|1356969600000|20
1302192000000|1312128000000|Laos;Singapore;China|1356969600000|20
1323878400000|1331740800000|Namibia;Singapore;China|1356969600000|20
1325347200000|1331740800000|India;Singapore;China|1356969600000|20
1286467200000|1299513600000|Hong_Kong;Bolivia;China|1356969600000|20
1343750400000|1357574400000|Bulgaria;Croatia;China|1356969600000|20
1321286400000|1327161600000|Denmark;Croatia;China|1356969600000|20
1342886400000|1349625600000|Jordan;Nicaragua;China|1356969600000|20
1264089600000|1289750400000|Bosnia_and_Herzegovina;Nicaragua;China|1356969600000|20
1273852800000|1292342400000|Tajikistan;Nicaragua;China|1356969600000|20
1326556800000|1332345600000|Tajikistan;Nicaragua;China|1356969600000|20
1277913600000|1294416000000|Slovakia;Honduras;China|1356969600000|20
1294416000000|1305388800000|Lithuania;Honduras;China|1356969600000|20
1297699200000|1309449600000|Denmark;Honduras;China|1356969600000|20
1281196800000|1297094400000|Austria;Papua_New_Guinea;China|1356969600000|20
1277136000000|1293811200000|Liberia;Papua_New_Guinea;China|1356969600000|20
1300723200000|1312128000000|Hong_Kong;Papua_New_Guinea;China|1356969600000|20
1264089600000|1289750400000|Libya;Papua_New_Guinea;China|1356969600000|20
1263484800000|1290355200000|Israel;Austria;China|1356969600000|20
1285084800000|1298304000000|Hong_Kong;Austria;China|1356969600000|20
1282406400000|1298304000000|Republic_of_Macedonia;Austria;China|1356969600000|20
1264953600000|1289750400000|Mauritius;Austria;China|1356969600000|20
1266768000000|1291737600000|Dominican_Republic;Republic_of_Ireland;China|1356969600000|20
1289750400000|1302796800000|Republic_of_Macedonia;Republic_of_Ireland;China|1356969600000|20
1300723200000|1311264000000|Switzerland;Republic_of_Ireland;China|1356969600000|20
1283875200000|1297699200000|Israel;Bosnia_and_Herzegovina;China|1356969600000|20
1321891200000|1328630400000|Chad;Bosnia_and_Herzegovina;China|1356969600000|20
1293811200000|1305388800000|Rwanda;Bosnia_and_Herzegovina;China|1356969600000|20
1270051200000|1292342400000|Malta;Israel;China|1356969600000|20
1286467200000|1298908800000|El_Salvador;Israel;China|1356969600000|20
1267977600000|1290355200000|Libya;Israel;China|1356969600000|20
1338480000000|1342886400000|Tajikistan;Mongolia;China|1356969600000|20
1289145600000|1300723200000|Malta;Mongolia;China|1356969600000|20
1263484800000|1291737600000|Hong_Kong;Mongolia;China|1356969600000|20
1265558400000|1290355200000|New_Zealand;Mongolia;China|1356969600000|20
1325952000000|1332345600000|Namibia;Mongolia;China|1356969600000|20
1338480000000|1343750400000|Latvia;Mongolia;China|1356969600000|20
1298908800000|1310054400000|Chad;Estonia;China|1356969600000|20
1286467200000|1299513600000|Rwanda;Estonia;China|1356969600000|20
1263484800000|1291737600000|Angola;Estonia;China|1356969600000|20
1290355200000|1303401600000|Puerto_Rico;Slovenia;China|1356969600000|20
1342281600000|1348243200000|Puerto_Rico;Slovenia;China|1356969600000|20
1329840000000|1337011200000|Mauritania;Slovenia;China|1356969600000|20
1266163200000|1291132800000|Lithuania;Slovenia;China|1356969600000|20
1318003200000|1322668800000|Latvia;Slovenia;China|1356969600000|20
1269187200000|1290355200000|Switzerland;Slovenia;China|1356969600000|20
1336406400000|1341676800000|Latvia;Puerto_Rico;China|1356969600000|20
1316620800000|1321286400000|El_Salvador;Puerto_Rico;China|1356969600000|20
1331136000000|1337616000000|Mauritius;Puerto_Rico;China|1356969600000|20
1277913600000|1293811200000|Rwanda;Dominican_Republic;China|1356969600000|20
1316620800000|1321286400000|Rwanda;Dominican_Republic;China|1356969600000|20
1308672000000|1319212800000|Denmark;Dominican_Republic;China|1356969600000|20
1302192000000|1313942400000|Angola;Tajikistan;China|1356969600000|20
1342281600000|1348243200000|India;Tajikistan;China|1356969600000|20
1331136000000|1337616000000|Malta;Mauritania;China|1356969600000|20
1325952000000|1333209600000|Bulgaria;Slovakia;China|1356969600000|20
1340294400000|1345564800000|Denmark;Slovakia;China|1356969600000|20
1279728000000|1296489600000|Norway;Lithuania;China|1356969600000|20
1290355200000|1303401600000|Hong_Kong;Lithuania;China|1356969600000|20
1270051200000|1292342400000|Namibia;Lithuania;China|1356969600000|20
1341676800000|1347638400000|Laos;Azerbaijan;China|1356969600000|20
1328630400000|1335024000000|Chad;Azerbaijan;China|1356969600000|20
1279123200000|1293811200000|Mauritius;Azerbaijan;China|1356969600000|20
1296489600000|1308672000000|Norway;Uruguay;China|1356969600000|20
1270656000000|1291132800000|Norway;Laos;China|1356969600000|20
1342886400000|1349625600000|Mauritius;Laos;China|1356969600000|20
1305388800000|1317398400000|Bulgaria;Chad;China|1356969600000|20
1327161600000|1334419200000|Norway;Malta;China|1356969600000|20
1291132800000|1304179200000|El_Salvador;Malta;China|1356969600000|20
1275321600000|1292342400000|Angola;Rwanda;China|1356969600000|20
1313942400000|1320681600000|El_Salvador;Norway;China|1356969600000|20
1311264000000|1320076800000|Latvia;Bulgaria;China|1356969600000|20
1274457600000|1292947200000|Switzerland;Hong_Kong;China|1356969600000|20
1292342400000|1304784000000|India;Mauritius;Hong_Kong;China|1356969600000|20
1330531200000|1337011200000|Denmark;Latvia;New_Zealand;China|1356969600000|20
1305993600000|1318003200000|Libya;Switzerland;New_Zealand;China|1356969600000|20
1342886400000|1354291200000|Denmark;Libya;New_Zealand;China|1356969600000|20
1318608000000|1321891200000|Libya;Latvia;Namibia;China|1356969600000|20
1283875200000|1297699200000|El_Salvador;Latvia;Republic_of_Macedonia;China|1356969600000|20
1272643200000|1292947200000|El_Salvador;Switzerland;Republic_of_Macedonia;China|1356969600000|20
